RIO;COORD- X;COORD- Y;PUNTO;FECHA;Anomalopsychidae;Atriplectididae;Blepharoceridae;Calamoceratidae;Ptilodactylidae;Chordodidae;Gomphidae;Hydridae;Lampyridae;Lymnessiidae;Odontoceridae;Oligoneuriidae;Perlidae;Polythoridae;Psephenidae;Ampullariidae;Dytiscidae;Ephemeridae;Euthyplociidae;Gyrinidae;Hydraenidae;Hydrobiosidae;Leptophlebiidae;Philopotamidae;Polycentropodidae;Polymitarcydae;Xiphocentronidae;Gerridae;Hebridae;Helicopsychidae;Hydrobiidae;Leptoceridae;Lestidae;Palaemonidae;Pleidae;Pseudothelpusidae;Saldidae;Simuliidae;Veliidae;Baetidae;Caenidae;Calopterygidae;Coenagrionidae;Corixidae;Dixidae;Dryopidae;Glossossomatidae;Hyalellidae;Hydroptilidae;Hydropsychidae;Leptohyphidae;Naucoridae;Notonectidae;Planariidae;Psychodidae;Scirtidae;Aeshnidae;Ancylidae;Corydalidae;Elmidae;Libellulidae;Limnichidae;Lutrochidae;Megapodagrionidae;Sialidae;Staphylinidae;Belostomatidae;Gelastocoridae;Mesoveliidae;Nepidae;Planorbiidae;Pyralidae;Tabanidae;Thiaridae;Chrysomelidae;Stratiomyidae;Haliplidae;Empididae;Dolichopodidae;Sphaeridae;Lymnaeidae;Hydrometridae;Noteridae;Ceratopogonidae;Glossiphoniidae;Cyclobdellidae;Hydrophilidae;Physidae;Culicidae;Chironomidae;Muscidae;Sciomyzidae;Syrphidae;Tubificidae;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RIO CUYES;756.340;9.616.850;P8;25/2/2022 0:00;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;;0,125;;;0,125;;;;;0,125;;;;;;;;;;;;;;;0,125;;;;;;;;0,125;;;;;;;;;;;0,125;;;;;;;;;;;;;;0,125;;;;;;;;;;;;;;0,125;;;;;;;;;;;;;;;;;;;;;;;;-0,259930193;;;-0,259930193;;;;;-0,259930193;;;;;;;;;;;;;;;-0,259930193;;;;;;;;-0,259930193;;;;;;;;;;;-0,259930193;;;;;;;;;;;;;;-0,259930193;;;;;;;;;;;;;;-0,259930193;;;;;;;;;;;;;;;;;;;;;;;2,08;Contaminación moderada;
RIO EL IDEAL;766.323;9.620.483;P5;27/2/2023 0:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,2;;;;;;;;;;;0,2;;;;;;;;;;;;;;0,2;;;;;;;;;;;0,2;;;;;;;;;;;;0,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,321887582;;;;;;;;;;;-0,321887582;;;;;;;;;;;;;;-0,321887582;;;;;;;;;;;-0,321887582;;;;;;;;;;;;-0,321887582;;;;;;;;1,61;Contaminación moderada;
RIO EL IDEAL;762.450;9.627.837;P6;27/2/2023 0:00;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;0,2;;;;;;;;;;;;;0,2;;;;;;;;;;;;;;0,2;;;;;;;;;;;;;;;0,2;;;;;;;;;;;;;;;;;;;;;;;0,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,321887582;;;;;;;;;;;;;-0,321887582;;;;;;;;;;;;;;-0,321887582;;;;;;;;;;;;;;;-0,321887582;;;;;;;;;;;;;;;;;;;;;;;-0,321887582;;;;;;;;;;;;;;;;;;;;;;;;;;;1,61;Contaminación moderada;
RIO CUYES;764.748;9.620.394;P7;27/2/2023 0:00;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0,166666667;;;;;;;;;;0,166666667;;;;;;;;;;;0,166666667;;;;;;;;;;;;0,166666667;;;;;;;;;;;0,166666667;;;;;;;;;;;;0,166666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,298626578;;;;;;;;;;-0,298626578;;;;;;;;;;;-0,298626578;;;;;;;;;;;;-0,298626578;;;;;;;;;;;-0,298626578;;;;;;;;;;;;-0,298626578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,79;Contaminación moderada;
RIO CUYES;756.340;9.616.850;P8;27/2/2023 0:00;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;;;;;;;;;;;0,2;;;;;;;;;;;;;0,2;;;;;;;;;;;;;;0,2;;;;;;;;;;;;;;;;;;;;0,2;;;;;;;;;;0,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,321887582;;;;;;;;;;;;;-0,321887582;;;;;;;;;;;;;;-0,321887582;;;;;;;;;;;;;;;;;;;;-0,321887582;;;;;;;;;;-0,321887582;;;;;;;;;;;;;;;;;;;;;;;;1,61;Contaminación moderada;
RIO EL IDEAL;766.323;9.620.483;P5;9/6/2018 0:00;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;;;;;;;;;;;0,25;;0,25;;;;;;;;;;;;;;;;;;0,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,34657359;;-0,34657359;;;;;;;;;;;;;;;;;;-0,34657359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,34657359;;;;;;;;;;;;;;;;;;;;;;;;1,39;Contaminación moderada;
RIO EL IDEAL;762.450;9.627.837;P6;9/6/2018 0:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;;;;;;;;;;;;;;;;0,2;;;;;;;;0,2;;;;;;;;;0,2;;;;;;;;;;;;;;0,2;;;;;;;;;;;;;;;;;;;;0,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,321887582;;;;;;;;-0,321887582;;;;;;;;;-0,321887582;;;;;;;;;;;;;;-0,321887582;;;;;;;;;;;;;;;;;;;;-0,321887582;;;;;;;;;;;;;;;;;;;;;;;;;1,61;Contaminación moderada;
RIO CUYES;764.748;9.620.394;P7;9/6/2018 0:00;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;;0,142857143;;;;;;;;;;;;;0,142857143;;;;;;;0,142857143;;;;;0,142857143;;;;;;;;;;;;;;0,142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,142857143;;;;;;;;;;;;0,142857143;;;;;;;;;;;;-0,277987164;;;;;;;;;;;;;-0,277987164;;;;;;;-0,277987164;;;;;-0,277987164;;;;;;;;;;;;;;-0,277987164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,277987164;;;;;;;;;;;;-0,277987164;;;;;;;;;;;1,95;Contaminación moderada;
RIO CUYES;756.340;9.616.850;P8;9/6/2018 0:00;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0,166666667;;;;;;;;0,166666667;;;;;;;;;;;;0,166666667;;;;;;;;;;;;0,166666667;;;;;;;;;;;;;;;;0,166666667;;;;;;;;;;;;;;;0,166666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,298626578;;;;;;;;-0,298626578;;;;;;;;;;;;-0,298626578;;;;;;;;;;;;-0,298626578;;;;;;;;;;;;;;;;-0,298626578;;;;;;;;;;;;;;;-0,298626578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,79;Contaminación moderada;
RIO EL IDEAL;766.323;9.620.483;P5;13/6/2019 0:00;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;;;;;0,125;;;;;;0,125;;;;;;;;;0,125;;;;;;;;;;;0,125;;;;;;;;;;;0,125;;;;;;0,125;;;;;;;0,125;;;;;;;;;0,125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,259930193;;;;;;-0,259930193;;;;;;;;;-0,259930193;;;;;;;;;;;-0,259930193;;;;;;;;;;;-0,259930193;;;;;;-0,259930193;;;;;;;-0,259930193;;;;;;;;;-0,259930193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,08;Contaminación moderada;
RIO EL IDEAL;762.450;9.627.837;P6;13/6/2019 0:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;;;;;;;;;;;;;;;0,166666667;;;;;;;;;;;;;0,166666667;;;;;;;;;;;;;;0,166666667;;;;;;;;;;;;;;;;;0,166666667;;;;;;;;;;;;0,166666667;;;;;;;;;;;;;;;;0,166666667;;;;;;;;;;;;;;;;;;;;;;-0,298626578;;;;;;;;;;;;;-0,298626578;;;;;;;;;;;;;;-0,298626578;;;;;;;;;;;;;;;;;-0,298626578;;;;;;;;;;;;-0,298626578;;;;;;;;;;;;;;;;-0,298626578;;;;;;;;1,79;Contaminación moderada;
RIO CUYES;764.748;9.620.394;P7;13/6/2019 0:00;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;;;;;;;;;;;0,166666667;;;;;;;;0,166666667;;;;;;;;;;;;;0,166666667;;;;;;;;;;;0,166666667;;;;;;;;;0,166666667;;;;;;;;;;;;;0,166666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,298626578;;;;;;;;-0,298626578;;;;;;;;;;;;;-0,298626578;;;;;;;;;;;-0,298626578;;;;;;;;;-0,298626578;;;;;;;;;;;;;-0,298626578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,79;Contaminación moderada;
RIO CUYES;756.340;9.616.850;P8;13/6/2019 0:00;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;;0,142857143;;;;;;;;0,142857143;;;;;;;;;;;;;;0,142857143;;;;;;0,142857143;;;;;;;;;;;;;0,142857143;;;;;;;;;;;0,142857143;;;;;;;;;;;;;0,142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,277987164;;;;;;;;-0,277987164;;;;;;;;;;;;;;-0,277987164;;;;;;-0,277987164;;;;;;;;;;;;;-0,277987164;;;;;;;;;;;-0,277987164;;;;;;;;;;;;;-0,277987164;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,95;Contaminación moderada;
RIO EL IDEAL;766.323;9.620.483;P5;17/6/2020 0:00;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;;0,166666667;;;;;;;;;0,166666667;;;;;;;;;;0,166666667;;;;;;;;;0,166666667;;;;;;;;;;0,166666667;;;;;;;;;0,166666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,298626578;;;;;;;;;-0,298626578;;;;;;;;;;-0,298626578;;;;;;;;;-0,298626578;;;;;;;;;;-0,298626578;;;;;;;;;-0,298626578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,79;Contaminación moderada;
RIO EL IDEAL;762.450;9.627.837;P6;17/6/2020 0:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;;;;;;;;;;;;;;;;0,2;;;;;;;;;;;;;;;;;;;;0,2;;;;;;;;;;;;;;;;;0,2;;;;;;;;;;;;;;;0,2;;;;;;;;;;;;;;;;;;0,2;;;;;;;;;;;;;;;;;;;;;;;;-0,321887582;;;;;;;;;;;;;;;;;;;;-0,321887582;;;;;;;;;;;;;;;;;-0,321887582;;;;;;;;;;;;;;;-0,321887582;;;;;;;;;;;;;;;;;;-0,321887582;;;;;;;;;1,61;Contaminación moderada;
RIO CUYES;764.748;9.620.394;P7;17/6/2020 0:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;;;;;;;;;;;;;;;;;;;0,166666667;;;;;;;;;;;;;;;0,166666667;;;;;;;;;0,166666667;;;;;0,166666667;;;;;;;;;;;0,166666667;;;;;;;;;0,166666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,298626578;;;;;;;;;;;;;;;-0,298626578;;;;;;;;;-0,298626578;;;;;-0,298626578;;;;;;;;;;;-0,298626578;;;;;;;;;-0,298626578;;;;;;;;;;;;;;;;;;;;;;;;;;;1,79;Contaminación moderada;
RIO CUYES;756.340;9.616.850;P8;17/6/2020 0:00;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;;;;;;;;;;;0,125;;;;;;;;0,125;;;;;;;;;0,125;;;;;;;;;;;0,125;;;;;;;;;;;;;0,125;;;;;;;0,125;;;;;;0,125;;;;;;;;0,125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,259930193;;;;;;;;-0,259930193;;;;;;;;;-0,259930193;;;;;;;;;;;-0,259930193;;;;;;;;;;;;;-0,259930193;;;;;;;-0,259930193;;;;;;-0,259930193;;;;;;;;-0,259930193;;;;;;;;;;;;;;;;;;;;;;2,08;Contaminación moderada;
RIO EL IDEAL;766.323;9.620.483;P5;24/6/2021 0:00;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0,125;0,125;;;;0,125;;;;;;;;;0,125;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,125;0,125;;;;;;;;;;0,125;;;;;;;;;;;;;;;0,125;;;;;;;;;;;;;;;;;;;;;;;;;;-0,259930193;-0,259930193;;;;-0,259930193;;;;;;;;;-0,259930193;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,259930193;-0,259930193;;;;;;;;;;-0,259930193;;;;;;;;;;;;;;;-0,259930193;;;;;;;;;;;;;;;;;;;;;;;;;;2,08;Contaminación moderada;
RIO EL IDEAL;762.450;9.627.837;P6;24/6/2021 0:00;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0,142857143;;;;;;;;;;;;;0,142857143;;;;;;;;;;;0,142857143;;;;;;;;;;;;;0,142857143;;;;;;;;;;;;;;;;;0,142857143;;;;;;;;;;;;;;;;0,142857143;;;;;;;;;;;;;;;;0,142857143;;;;;;;;-0,277987164;;;;;;;;;;;;;-0,277987164;;;;;;;;;;;-0,277987164;;;;;;;;;;;;;-0,277987164;;;;;;;;;;;;;;;;;-0,277987164;;;;;;;;;;;;;;;;-0,277987164;;;;;;;;;;;;;;;;-0,277987164;;;;;;;;1,95;Contaminación moderada;
RIO CUYES;764.748;9.620.394;P7;24/6/2021 0:00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;;;;;;;0,142857143;;;;;;;;;;;;;;0,142857143;;;;;;;;;;;;;;;;0,142857143;;;;;;;;;;;;;;;0,142857143;;;;;;;;;;;;0,142857143;;;;;;;;;;;;;;;;0,142857143;;;;;;;;;;;;;0,142857143;;;;;;;;-0,277987164;;;;;;;;;;;;;;-0,277987164;;;;;;;;;;;;;;;;-0,277987164;;;;;;;;;;;;;;;-0,277987164;;;;;;;;;;;;-0,277987164;;;;;;;;;;;;;;;;-0,277987164;;;;;;;;;;;;;-0,277987164;;1,95;Contaminación moderada;
RIO CUYES;756.340;9.616.850;P8;24/6/2021 0:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;;;;;;;;;;;;;;;;;;;;0,166666667;;;;;;;;;;;;;0,166666667;;;;;;;;;0,166666667;;;;;;;;;;;0,166666667;;;;;;;;;;;;;0,166666667;;;;;;;;;;;;;;;;0,166666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,298626578;;;;;;;;;;;;;-0,298626578;;;;;;;;;-0,298626578;;;;;;;;;;;-0,298626578;;;;;;;;;;;;;-0,298626578;;;;;;;;;;;;;;;;-0,298626578;;;;;;;;;;;;;1,79;Contaminación moderada;
RIO EL IDEAL;766.323;9.620.483;P5;27/6/2022 0:00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;;;;;;;0,125;;;;;;;;;;0,125;;;;;;;;;;;;0,125;;;;;;0,125;;;0,125;0,125;;;;;;;;;0,125;;;;;;;;0,125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,259930193;;;;;;;;;;-0,259930193;;;;;;;;;;;;-0,259930193;;;;;;-0,259930193;;;-0,259930193;-0,259930193;;;;;;;;;-0,259930193;;;;;;;;-0,259930193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,08;Contaminación moderada;
RIO EL IDEAL;762.450;9.627.837;P6;27/6/2022 0:00;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;;0,125;;;0,125;;;;;0,125;;;;;;;;;;;;;;;0,125;;;;;;;;0,125;;;;;;;;;;;0,125;;;;;;;;;;;;;;0,125;;;;;;;;;;;;;;0,125;;;;;;;;;;;;;;;;;;;;;;;;-0,259930193;;;-0,259930193;;;;;-0,259930193;;;;;;;;;;;;;;;-0,259930193;;;;;;;;-0,259930193;;;;;;;;;;;-0,259930193;;;;;;;;;;;;;;-0,259930193;;;;;;;;;;;;;;-0,259930193;;;;;;;;;;;;;;;;;;;;;;;2,08;Contaminación moderada;
RIO CUYES;764.748;9.620.394;P7;27/6/2022 0:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;;;;;;;;;;;;;;;;;;;;;0,166666667;;;;;;;;;;;;0,166666667;;;;;;;;;0,166666667;;;;;;;;;;;;;;;;0,166666667;;;;;;;;;;;;;;;;0,166666667;;;;0,166666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,298626578;;;;;;;;;;;;-0,298626578;;;;;;;;;-0,298626578;;;;;;;;;;;;;;;;-0,298626578;;;;;;;;;;;;;;;;-0,298626578;;;;-0,298626578;;;;;;;;;;;;;;;;;1,79;Contaminación moderada;
RIO CUYES;756.340;9.616.850;P8;27/6/2022 0:00;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;;;;0,142857143;;;;;;;0,142857143;;;;;;;0,142857143;;;;;;;;;;;;;;;;;;;;;;0,142857143;;;;;;;;;;;;;;;;;;;;0,142857143;;;;;;;;;;;;;;;;;0,142857143;;;;;;;;;;;;;;;0,142857143;;;;;;-0,277987164;;;;;;;-0,277987164;;;;;;;-0,277987164;;;;;;;;;;;;;;;;;;;;;;-0,277987164;;;;;;;;;;;;;;;;;;;;-0,277987164;;;;;;;;;;;;;;;;;-0,277987164;;;;;;;;;;;;;;;-0,277987164;;;1,95;Contaminación moderada;
RIO EL IDEAL;766.323;9.620.483;P5;29/6/2023 0:00;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;;0,166666667;;;;;;;;;;;;0,166666667;;;;;;;;;;;0,166666667;;;;;;;;;;;0,166666667;;;;;;;;;;0,166666667;;;;0,166666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,298626578;;;;;;;;;;;;-0,298626578;;;;;;;;;;;-0,298626578;;;;;;;;;;;-0,298626578;;;;;;;;;;-0,298626578;;;;-0,298626578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,79;Contaminación moderada;
