RIO;COORD- X;COORD- Y;PUNTO;FECHA;Temperatura;Ph;Oxigeno disuelto;Solidos_Totales;Nitratos;Fosfatos;Turbiedad;DBO5;Coliformes fecales;CALIDAD AGUA NSF;Clasificacion 
RIO1 Tzurin;190924,9;9712079,8;P2;43359,76458;21;7,5;7,7;91;4,5;1;2,5;5,9;1213;49,34;mala
RIO2 Mangosiza;189559,1;9706282,3;P3;43366,42569;26;7,2;7,8;88;4,2;0,09;1,5;7;1234;50,31;regular
RIO1 Tzurin;189230,8;9702469,8;P2;43467,52361;27;6,9;7,3;94;6;0,05;2,3;7,9;1212;49,32;mala
RIO2 Mangosiza;192566,1;9716519,1;P3;43469,57917;25;7,3;7,5;95;5,6;0,04;3,4;11;2323;49,49;mala
RIO1 Tzurin;190924,9;9712079,8;P2;43592,63333;22;7,4;6,7;89;5,3;1,01;2,1;10;1233;53,32;regular
RIO2 Mangosiza;189559,1;9706282,3;P3;43597,81389;21;7,7;7,1;100;4,8;0,5;1,8;9,8;2331;54,32;regular
RIO1 Tzurin;189230,8;9702469,8;P2;43722,51597;20;7,4;7;95;5,9;0,7;1,9;7,8;1213;56,12;regular
RIO2 Mangosiza;192566,1;9716519,1;P3;43727,71667;25;7,1;6,9;92;5,6;0,8;2;8,9;2324;52,32;regular
RIO1 Tzurin;190924,9;9712079,8;P2;43833,52361;23;7,2;7,4;89;6,3;0,1;1,6;9,3;1232;55,36;regular
RIO2 Mangosiza;189559,1;9706282,3;P3;43836,53889;22;6,9;7,6;98;4,5;0,2;3,2;8,7;1213;49,15;mala
RIO1 Tzurin;189230,8;9702469,8;P2;43960,54236;21;7;7,4;99;4,9;0,3;3,3;8,9;2344;49,78;mala
RIO2 Mangosiza;192566,1;9716519,1;P3;43965,51111;24;7,5;7,2;94;5,3;0,02;1,8;9,8;2321;53,45;regular
RIO1 Tzurin;190924,9;9712079,8;P2;44093,73056;22;7,7;7,5;95;6;0,03;1,9;10,3;2331;51,23;regular
RIO2 Mangosiza;189559,1;9706282,3;P3;44098,52361;20;7,2;6,6;92;4,8;0,3;2,5;12;2113;50,45;regular
RIO1 Tzurin;189230,8;9702469,8;P2;44198,52222;20;7,1;6,9;93;5,3;0,1;2,8;11,5;1133;52,45;regular
RIO2 Mangosiza;192566,1;9716519,1;P3;44200,57153;24;6,9;6,8;89;5,9;0,05;3,1;10;2311;54,34;regular
RIO1 Tzurin;190924,9;9712079,8;P2;44324,43125;21;7,4;7;88;3,9;0,07;3,8;9,7;1234;53,21;regular
RIO2 Mangosiza;189559,1;9706282,3;P3;44329,74583;25;7,3;6,8;90;6,3;0,3;2,5;8,5;1097;51,23;regular
RIO1 Tzurin;189230,8;9702469,8;P2;44457,56389;25;7,1;6,9;101;5,7;0,01;2,7;7,9;1876;49,56;mala
RIO2 Mangosiza;192566,1;9716519,1;P3;44461,69792;22;6,9;7,1;103;5,8;0,1;2,6;10;1871;52,34;regular
RIO1 Tzurin;190924,9;9712079,8;P2;44564,52361;23;7,6;7,2;89;5,3;0,2;1,7;13;1367;53,45;regular
RIO2 Mangosiza;189559,1;9706282,3;P3;44566,65486;25;7,7;6,9;94;5,1;0,9;1,9;15;1764;50,32;regular
RIO1 Tzurin;189230,8;9702469,8;P2;44685,52222;21;7,5;6,8;92;4,9;0,7;2,3;11;1578;55,56;regular
RIO2 Mangosiza;192566,1;9716519,1;P3;44688,69653;21;7,3;7,2;99;4,8;0,05;2,9;8,9;1568;52,34;regular
RIO1 Tzurin;190924,9;9712079,8;P2;44821,78125;20;7,1;7,3;96;5,3;0,06;1,8;9,9;1578;50,34;regular
RIO2 Mangosiza;189559,1;9706282,3;P3;44828,62222;23;7,4;7,1;98;5,6;0,1;1,9;8,8;1435;52,34;regular
RIO1 Tzurin;189230,8;9702469,8;P2;44931,65625;22;7,7;6,7;100;5,8;0,7;2,3;7,9;1331;53,34;regular
RIO2 Mangosiza;192566,1;9716519,1;P3;44935,77222;21;7,6;6,9;89;5,8;0,08;3,4;8,9;1433;49,67;mala
RIO1 Tzurin;190924,9;9712079,8;P2;45062,60556;21;;7,2;103;6,1;0,09;2,3;9,5;1345;49,87;mala
RIO2 Mangosiza;189559,1;9706282,3;P3;45065,50833;25;7,1;7,3;86;5,4;0,4;1,2;9,7;1435;50,31;regular
RIO1 Tzurin;189230,8;9702469,8;P2;45172,65486;23;6,9;6,8;89;4,9;0,6;2,2;8,9;1353;51,43;regular
RIO2 Mangosiza;192566,1;9716519,1;P3;9/23/2023 19:34;20;7,3;6,7;88;5,9;0,1;1,3;9,8;1234;53,32;regular
RIO Puchimi;796078,82;9696141,21;P1;10/1/2018 12:32;20,4;6,99;8,46;137,45;4,65;0,42;0,69;11,6;800;53,59;REGULAR
RIO Puchimi;785283,20;9695172,8;P2;13/1/2018 15:12;21,4;7,01;8,7;102,29;4,4;0,48;2,4;13,9;1100;51,42;REGULAR
RIO El Churo;790226,65;9706085,82;P1;10/1/2018 14:01;19.56;7,22;8,53;74,45;5,7;0,24;0,85;11,6;1600;54,36;REGULAR
RIO El Churo;798984,21;9698033,42;P2;13/1/2018 15:12;20;7,11;7,69;135,29;7,7;0,5;1,65;12;1000;50,12;REGULAR
RIO Puchimi;796078,82;9696141,21;P1;10/5/2018 17:10;20.4;7,25;7,76;140,02;5,15;0,63;0,16;13,1;900;51,02;REGULAR
RIO Puchimi;785283,20;9695172,8;P2;13/5/2018 15:30;19.55;7,45;7,43;110,85;4,15;0,586;0,607;14,4;1110;50,94;REGULAR
RIO El Churo;790226,65;9706085,82;P1;10/5/2018 9:10;19.99;7,56;8,09;124,45;5,45;0,63;0,426;15,9;1120;48,8;MALO
RIO El Churo;798984,21;9698033,42;P2;13/5/2018 7:20;19,54;7,99;8,16;150,29;7,45;0,674;0,95;15,41;1130;46,94;MALO
RIO Puchimi;796078,82;9696141,21;P1;10/9/2018 8:30;20;8,55;8,4;155,02;4,9;0,718;1,16;15,96;1140;46,79;MALO
RIO Puchimi;785283,20;9695172,8;P2;13/9/2018 10:50;20.4;8,44;8,23;125,85;4,65;0,762;1,02;16,51;1150;46,93;MALO
RIO El Churo;790226,65;9706085,82;P1;10/9/2018 14:20;21,4;7,44;8,19;139,45;5,95;0,806;1,09;17,06;1160;46,2;MALO
RIO El Churo;798984,21;9698033,42;P2;13/9/2018 7:20;22;8,02;7,86;153,50;7,95;0,85;2,8;17,61;1170;43,74;MALO
RIO Puchimi;796078,82;9696141,21;P1;10/1/2019 9:30;21.54;8,23;8,1;158,52;5,4;0,894;1,25;18,16;1180;40,7;MALO
RIO Puchimi;785283,20;9695172,8;P2;13/1/2019 12:50;20,2;8,22;7,93;163,54;5,15;0,938;2,03;18,71;1190;44,62;MALO
RIO El Churo;790226,65;9706085,82;P1;10/1/2019 11:12;21,4;8;7,09;168,56;6,45;0,982;2,21;13,5;1200;45,34;MALO
RIO El Churo;798984,21;9698033,42;P2;13/1/2019 12:32;21.44;8,01;7,16;173,58;8,45;1,026;2,40;11,2;1210;44,84;MALO
RIO Puchimi;796078,82;9696141,21;P1;10/5/2019 12:00;20.4;9;7,4;178,59;5,9;1,07;2,58;11,6;1400;40,46;MALO
RIO Puchimi;785283,20;9695172,8;P2;13/5/2019 10:30;21,4;7,34;7,23;183,61;6,75;1,114;2,77;12,7;900;44,24;MALO
RIO El Churo;790226,65;9706085,82;P1;10/5/2019 15:06;20.66;7,23;7,89;188,63;6,85;1,158;2,95;14;700;43,94;MALO
RIO El Churo;798984,21;9698033,42;P2;13/5/2019 14:10;20.88;7,12;7,96;193,65;6,95;1,202;3,14;15,5;1400;41,35;MALO
RIO Puchimi;796078,82;9696141,21;P1;10/9/2019 9:20;20;8;8,2;198,67;7,05;1,246;3,33;13,3;900;46,15;MALO
RIO Puchimi;785283,20;9695172,8;P2;13/9/2019 11:15;20.23;8004;8,03;203,69;7,15;1,29;3,51;12;700;43,11;MALO
RIO El Churo;790226,65;9706085,82;P1;10/9/2019 12:25;20,2;9;7,99;208,71;7,25;1,334;3,70;11,4;800;43,3;MALO
RIO El Churo;798984,21;9698033,42;P2;13/9/2019 15:18;21,4;8,56;8,06;213,73;7,35;0,27;3,88;15,6;800;45,85;MALO
RIO Puchimi;796078,82;9696141,21;P1;10/1/2020 9:18;19.77;7,45;0,33;218,74;7,45;0,33;4,07;13;1100;49,18;MALO
RIO Puchimi;785283,20;9695172,8;P2;13/1/2020 10:28;19.89;7;8,13;223,76;7,55;0,09;4,25;11,9;1600;50,76;REGULAR
RIO El Churo;790226,65;9706085,82;P1;10/1/2020 15:10;20.4;7,22;7,29;228,78;7,65;0,35;4,44;14,2;1000;48,01;MALO
RIO El Churo;798984,21;9698033,42;P2;13/1/2020 16:28;20.56;7,11;8,78;233,80;7,75;0,48;4,62;11,9;900;41,85;MALO
RIO Puchimi;796078,82;9696141,21;P1;10/5/2020 9:28;19.56;8;7,06;238,82;7,85;0,27;1,12;12,3;1300;48,53;MALO
RIO Puchimi;785283,20;9695172,8;P2;13/5/2020 9:28;20;7,03;8,07;243,84;7,94;0,35;1,73;12,97;800;43,39;MALO
RIO El Churo;790226,65;9706085,82;P1;10/5/2020 9:28;20.01;7,9;7,84;248,86;8,04;0,33;0,55;12,97;600;44,95;MALO
RIO El Churo;798984,21;9698033,42;P2;13/5/2020 9:28;20,2;7;9,62;253,87;8,14;0,52;0,76;12,97;1600;42,4;MALO
RIO Puchimi;796078,82;9696141,21;P1;10/9/2020 9:30;21,4;7,09;7,9;258,89;8,24;0,58;0,62;12,98;1100;46,64;MALO
RIO Puchimi;785283,20;9695172,8;P2;13/9/2020 9:30;21.79;7,56;8,91;263,91;8,34;0,34;0,69;12,98;900;49,12;MALO
RIO El Churo;790226,65;9706085,82;P1;10/9/2020 9:30;20.4;8;8,68;268,93;8,44;0,23;2,4;12,98;1000;50,80;REGULAR
RIO El Churo;798984,21;9698033,42;P2;13/9/2020 9:30;20,67;8,02;9,45;273,95;8,54;0,42;0,85;12,99;800;48,54;MALO
RIO Puchimi;796078,82;9696141,21;P1;10/1/2021 9:10;20;7;7,73;278,97;8,64;0,48;1,65;12,99;1300;47,60;MALO
RIO Puchimi;785283,20;9695172,8;P2;13/1/2021 15:10;20.88;6,99;8,74;283,99;8,74;0,24;0,16;12,99;1800;49,10;MALO
RIO El Churo;790226,65;9706085,82;P1;10/1/2021 10:20;20.12;7,45;8,51;289,01;8,84;0,5;0,39;12,99;1200;48,03;MALO
RIO El Churo;798984,21;9698033,42;P2;13/1/2021 15:50;20,2;7,44;7,45;294,02;8,94;0,63;0,74;13,00;1100;46,01;MALO
RIO Puchimi;796078,82;9696141,21;P1;10/5/2021 10:18;21,4;8;7,54;299,04;9,04;0,50;0,82;13,00;1196;45,92;MALO
RIO Puchimi;785283,20;9695172,8;P2;13/5/2021 11:28;21.33;7,34;7,23;304,06;9,14;0,51;1,43;14,4;1206;44,84;MALO
RIO El Churo;790226,65;9706085,82;P1;10/5/2021 12:17;19.56;7001;7,43;309,08;9,24;0,53;0,86;15,9;1216;45,71;MALO
RIO El Churo;798984,21;9698033,42;P2;13/5/2021 12:10;20.4;7;8,09;314,10;9,34;0,54;0,85;13,7;1227;44,04;MALO
RIO Puchimi;796078,82;9696141,21;P1;10/9/2021 10:50;19.44;7,98;8,16;319,12;9,44;0,55;0,83;12,4;1237;44,2;MALO
RIO Puchimi;785283,20;9695172,8;P2;13/9/2021 11:30;20;7,43;8,4;324,14;9,54;0,57;0,81;12,05;1247;44,61;MALO
RIO El Churo;790226,65;9706085,82;P1;10/9/2021 12:30;19.88;8,34;8,23;329,15;9,64;0,58;0,80;11,23;1257;44,5;MALO
RIO El Churo;798984,21;9698033,42;P2;13/9/2021 15:40;19.94;8,56;8,19;334,17;9,74;0,59;0,78;10,41;1267;43,79;MALO
RIO Puchimi;796078,82;9696141,21;P1;10/1/2022 10:30;20,2;7,9;7,65;339,19;9,84;0,61;0,76;9,59;1277;44,81;MALO
RIO Puchimi;785283,20;9695172,8;P2;13/1/2022 9:20;21,4;7,23;9,14;344,21;9,93995098;0,62;0,74;8,77;1287;47,73;MALO
RIO El Churo;790226,65;9706085,82;P1;10/1/2022 12:35;20;7,45;8,91;349,23;10,03970588;0,63;0,73;7,95;1297;47,49;MALO
RIO El Churo;798984,21;9698033,42;P2;13/1/2022 13:42;20.4;7,55;9,67;354,25;10,14;0,65;4,62;13,5;1307;43,60;MALO
RIO Puchimi;796078,82;9696141,21;P1;10/5/2022 11:10;20.02;7,66;7,95;359,27;10,24;0,66;1,12;11,2;1317;44,83;MALO
RIO Puchimi;785283,20;9695172,8;P2;13/5/2022 9:20;20;6,55;8,96;364,29;10,34;0,67;1,73;11,6;1327;42,05;MALO
RIO El Churo;790226,65;9706085,82;P1;10/5/2022 12:15;19.45;8,02;8,73;369,30;10,44;0,69;0,55;12,7;1337;47,79;MALO
RIO El Churo;798984,21;9698033,42;P2;13/5/2022 15:50;19.67;8;9,07;374,32;10,54;0,7;0,76;14;1347;45,04;MALO
RIO Puchimi;796078,82;9696141,21;P1;10/9/2022 10:20;20,2;7,03;7,35;379,34;10,64;0,71;0,62;15,5;1357;41,90;MALO
RIO Puchimi;785283,20;9695172,8;P2;13/9/2022 12:25;21,4;7,44;8,36;384,36;10,74;0,73;0,69;15,03;1367;41,97;MALO
RIO El Churo;790226,65;9706085,82;P1;10/9/2022 14:50;22;9;8,13;389,38;10,84;0,74;2,4;15,59;1377;46,96;MALO
RIO El Churo;798984,21;9698033,42;P2;13/9/2022 11:30;22.34;7,32;9,95;394,40;10,94;0,75;0,85;16,15;1387;44,01;MALO
RIO Puchimi;796078,82;9696141,21;P1;10/1/2023 9:35;20.4;7,34;8,23;399,42;11,04;0,77;1,65;16,70;1397;38,82;MALO
RIO Puchimi;785283,20;9695172,8;P2;13/1/2023 10:15;20.56;7,88;9,24;404,43;11,14;0,78;0,67;17,26;1407;39,75;MALO
RIO El Churo;790226,65;9706085,82;P1;10/1/2023 12:45;20,64;7,89;9,01;409,45;11,24;0,79;0,51;17,82;1417;39,23;MALO
RIO El Churo;798984,21;9698033,42;P2;13/1/2023 15:35;20;7,99;8,66;414,47;11,34;0,81;0,36;18,38;1427;38,35;MALO
RIO Puchimi;796078,82;9696141,21;P1;10/5/2023 11:10;20,2;8;8,9;419,49;11,44;0,82;0,21;18,93;1437;38,35;MALO
RIO Puchimi;785283,20;9695172,8;P2;13/5/2023 11:12;21,4;8,33;8,73;424,51;11,54;0,83;0,1;19,49;1447;35,32;MALO
RIO El Churo;790226,65;9706085,82;P1;10/5/2023 15:20;20,4;8,23;7,89;429,53;11,64;0,85;0,29;20,05;1458;36,36;MALO
RIO El Churo;798984,21;9698033,42;P2;13/5/2023 14:42;20;8,34;7,96;434,55;11,74;0,86;0,35;20,60;1468;35,95;MALO
MACUMA;232025,4;9738248,1;P3;20/2/2018 7:30;19,8;6,89;8,97;85,29;3,4;0,18;0,75;12,5;1300;58,01;REGULAR 
MACUMA;236053,8;9735603,4;P3;20/2/2018 11:00;20,5;6,96;7,25;90,02;4,7;0,37;0,96;11,4;800;54,51;REGULAR 
PANGUIETZA;213354,1;9725365,7;P4;21/2/2018 9:15;21,2;7,2;8,26;60,85;6,5;0,43;0,82;13,7;975;52,13;REGULAR
PANGUIETZA;223201,4;9715427,8;P4;21/2/2018 12:10;21,8;7,03;8,03;74,45;4,15;0,19;0,89;11,4;700;59,53;REGULAR 
MACUMA;232025,4;9738248,1;P3;20/6/2018 7:30;18,9;7,69;9,85;100,1;3,9;0,08;2,6;11,8;2356;57,41;REGULAR 
MACUMA;236053,8;9735603,4;P3;20/6/2018 11:00;24,5;7,76;8,13;99,98;5,2;0,27;1,05;12,9;1000;55,43;REGULAR
PANGUIETZA;213354,1;9725365,7;P4;21/6/2018 9:15;20,1;7,5;9,14;74,6;5,3;0,33;1,85;14,2;1500;52,55;REGULAR
PANGUIETZA;223201,4;9715427,8;P4;21/6/2018 12:10;20,9;7,83;8,91;110;4,65;0,09;0,36;15;900;57,71;REGULAR
MACUMA;232025,4;9738248,1;P3;20/10/2018 7:30;19,2;7,79;9,67;102,3;4,4;0,35;0,59;13,5;800;54,75;REGULAR
MACUMA;236053,8;9735603,4;P3;20/10/2018 11:00;21;7,86;7,95;101,6;5,7;0,48;0,94;12,2;1200;52,32;REGULAR
PANGUIETZA;213354,1;9725365,7;P4;21/10/2018 9:15;20,2;7,75;8,96;76,5;6,2;0,27;1,02;11,6;700;56,37;REGULAR
PANGUIETZA;223201,4;9715427,8;P4;21/10/2018 12:10;21,7;7,93;8,73;88;5,15;0,35;1,63;15,8;980;52,3;REGULAR
MACUMA;232025,4;9738248,1;P3;20/2/2019 7:30;19,7;7,09;9,07;75,29;4,15;0,33;0,65;13,2;1500;53,81;REGULAR 
MACUMA;236053,8;9735603,4;P3;20/2/2019 11:00;20,4;7,16;7,35;80,02;5,45;0,52;0,86;12,1;1000;52,39;REGULAR 
PANGUIETZA;213354,1;9725365,7;P4;21/2/2019 9:15;21,1;7,4;8,36;50,85;6,06;0,58;0,72;14,4;956;51,4;REGULAR
PANGUIETZA;223201,4;9715427,8;P4;21/2/2019 12:10;21,7;7,23;8,13;64,45;4,9;0,34;0,79;12,1;900;55,16;REGULAR
MACUMA;232025,4;9738248,1;P3;20/6/2019 7:30;18,8;7,89;9,95;103,5;4,65;0,23;2,5;12,5;955;56,37;REGULAR
MACUMA;236053,8;9735603,4;P3;20/6/2019 11:00;19,6;7,96;8,23;109;5,95;0,42;0,95;13,6;1200;51,57;REGULAR 
PANGUIETZA;213354,1;9725365,7;P4;21/6/2019 9:15;20;7,5;9,24;100,85;4,5;0,48;1,75;14,9;1700;51,21;REGULAR 
PANGUIETZA;223201,4;9715427,8;P4;21/6/2019 12:10;20,8;7,69;9,01;102,6;5,4;0,24;0,26;16,4;1100;53,67;REGULAR
MACUMA;232025,4;9738248,1;P3;20/10/2019 7:30;19,1;7,99;9,77;89,4;5,15;0,5;0,49;14,2;1000;52,14;REGULAR
MACUMA;236053,8;9735603,4;P3;20/10/2019 11:00;20,9;6,5;8,05;76,5;6,45;0,63;0,84;12,9;1400;48,88;MALO
PANGUIETZA;213354,1;9725365,7;P4;21/10/2019 9:15;20,1;7,3;9,06;65,8;5,6;0,42;0,92;12,3;900;54,25;REGULAR 
PANGUIETZA;223201,4;9715427,8;P4;21/10/2019 12:10;21,6;7,2;8,83;87,3;5,9;0,5;1,53;14,5;2434;49,55;MALO
MACUMA;232025,4;9738248,1;P3;20/2/2020 7:30;19,6;7,29;9,52;93,29;4,75;0,26;0,95;12,3;1400;55,55;REGULAR
MACUMA;236053,8;9735603,4;P3;20/2/2020 11:00;20,3;7,36;7,8;98,02;6,05;0,45;1,16;11,2;900;53,58;REGULAR
PANGUIETZA;213354,1;9725365,7;P4;21/2/2020 9:15;21;7,6;8,81;68,85;4,8;0,51;1,02;13,5;966;53,43;REGULAR
PANGUIETZA;223201,4;9715427,8;P4;21/2/2020 12:10;21,6;7,43;8,58;82,45;5,5;0,27;1,09;11,2;800;57,11;REGULAR 
MACUMA;232025,4;9738248,1;P3;20/6/2020 7:30;23;7,65;8,92;100,8;5,25;0,16;2,8;11,6;1560;57,07;REGULAR 
MACUMA;236053,8;9735603,4;P3;20/6/2020 11:00;19,5;6,6;7,2;103;6,55;0,35;1,25;12,7;1100;50,23;REGULAR
PANGUIETZA;213354,1;9725365,7;P4;21/6/2020 9:15;25,6;7,35;8,21;63,2;7;0,41;2,05;14;1600;50,08;REGULAR
PANGUIETZA;223201,4;9715427,8;P4;21/6/2020 12:10;20,7;5,59;7,98;78,2;4,1;0,17;0,56;15,5;1000;51,52;REGULAR
MACUMA;232025,4;9738248,1;P3;20/10/2020 7:30;24,3;6,69;9,8;97,2;5,75;0,43;0,79;13,3;900;51,71;REGULAR 
MACUMA;236053,8;9735603,4;P3;20/10/2020 11:00;20,8;7,2;8,08;79,3;5,2;0,56;1,14;12;1300;52,47;REGULAR 
PANGUIETZA;213354,1;9725365,7;P4;21/10/2020 9:15;20;7,66;9,09;86,3;6,2;0,35;1,22;11,4;800;54,8;REGULAR
PANGUIETZA;223201,4;9715427,8;P4;21/10/2020 12:10;21,5;7,44;8,86;78,3;6,5;0,43;1,83;14,9;750;52,28;REGULAR
MACUMA;232025,4;9738248,1;P3;20/2/2021 7:30;19,5;7,49;9,63;83,29;3,5;0,41;0,85;13;1600;53,84;REGULAR
MACUMA;236053,8;9735603,4;P3;20/2/2021 11:00;20,2;7,56;7,91;88,02;4,15;0,6;1,06;11,9;1100;53,18;REGULAR 
PANGUIETZA;213354,1;9725365,7;P4;21/2/2021 9:15;20,9;7,8;8,92;58,85;6,15;0,66;0,92;14,2;900;50,93;REGULAR 
PANGUIETZA;223201,4;9715427,8;P4;21/2/2021 12:10;21,5;7,63;8,69;72,45;3,6;0,42;0,99;11,9;1000;55,67;REGULAR 
MACUMA;232025,4;9738248,1;P3;20/6/2021 7:30;18,6;6,5;6,2;133,29;3,35;0,31;2,7;12,3;800;51,7;REGULAR 
MACUMA;236053,8;9735603,4;P3;20/6/2021 11:00;19,4;6,2;7,74;138,02;4,65;0,5;1,15;13,4;1300;49,48;MALO
PANGUIETZA;213354,1;9725365,7;P4;21/6/2021 9:15;19,8;7,2;8,75;108,85;6,65;0,56;1,95;14,7;1800;48,99;MALO
PANGUIETZA;223201,4;9715427,8;P4;21/6/2021 12:10;20,6;6,7;8,52;122,45;4,1;0,32;0,46;16,2;1200;51,86;REGULAR 
MACUMA;232025,4;9738248,1;P3;20/10/2021 7:30;18,9;5,8;7,8;148,29;3,85;0,58;0,69;14;1100;48,29;MALO
MACUMA;236053,8;9735603,4;P3;20/10/2021 11:00;20,7;7,6;7,57;153,02;5,15;0,71;1,04;12,7;1500;50,14;REGULAR 
PANGUIETZA;213354,1;9725365,7;P4;21/10/2021 9:15;19,9;7,2;8,58;123,85;7,15;0,5;1,12;12,1;1000;51,46;REGULAR
PANGUIETZA;223201,4;9715427,8;P4;21/10/2021 12:10;21,4;6,6;8,35;137,45;4,6;0,58;1,73;14,3;800;51,44;REGULAR
MACUMA;232025,4;9738248,1;P3;20/2/2022 7:30;19,4;7,69;8,27;102,29;3,45;0,2;0,55;12,7;2000;55,96;REGULAR
MACUMA;236053,8;9735603,4;P3;20/2/2022 11:00;20,1;7,76;7,4;107,02;4,75;0,39;0,76;11,6;2300;51,64;REGULAR 
PANGUIETZA;213354,1;9725365,7;P4;21/2/2022 9:15;20,8;5,3;8,41;77,85;6,75;0,45;0,62;13,9;1200;45,92;MALO
PANGUIETZA;223201,4;9715427,8;P4;21/2/2022 12:10;21,4;7;6,2;50;3,8;0,02;0,24;11,1;1000;58,65;REGULAR
MACUMA;232025,4;9738248,1;P3;20/6/2022 7:30;18,5;6,6;8,95;100;3,95;0,1;2,4;12;1100;58,12;REGULAR
MACUMA;236053,8;9735603,4;P3;20/6/2022 11:00;27;4,3;7,23;101;5,25;0,29;0,85;13,1;900;44,54;MALO
PANGUIETZA;213354,1;9725365,7;P4;21/6/2022 9:15;22;7,7;8,24;99,8;6,3;0,35;1,65;14,4;1400;51,28;REGULAR
PANGUIETZA;223201,4;9715427,8;P4;21/6/2022 12:10;23,5;7,9;8,01;89,4;4,7;0,11;0,16;15;1900;55,23;REGULAR
MACUMA;232025,4;9738248,1;P3;20/10/2022 7:30;24,8;6,4;8,78;105,2;4,45;0,37;0,39;13,7;1300;51,75;REGULAR
MACUMA;236053,8;9735603,4;P3;20/10/2022 11:00;26,8;5,8;7,06;102,3;5,75;0,5;0,74;12,4;1200;48,67;MALO
PANGUIETZA;213354,1;9725365,7;P4;21/10/2022 9:15;25,5;5,5;8,07;99,8;5,5;0,29;0,82;11,8;1600;49,54;MALO
PANGUIETZA;223201,4;9715427,8;P4;21/10/2022 12:10;23,2;6,3;7,84;100,6;5,2;0,37;1,43;12,5;1100;51,72;REGULAR
MACUMA;232025,4;9738248,1;P3;20/2/2023 7:30;25,8;7,89;54;92,3;4,05;0,35;0,85;12,4;900;54,62;REGULAR
MACUMA;236053,8;9735603,4;P3;20/2/2023 11:00;24,3;7,96;7,9;97,0;6,05;0,54;1,06;11,3;800;53,35;REGULAR 
PANGUIETZA;213354,1;9725365,7;P4;21/2/2023 9:15;20,7;7;8,91;67,9;3,5;0,6;3,5;13,6;1800;51,66;REGULAR 
PANGUIETZA;223201,4;9715427,8;P4;21/2/2023 12:10;21,3;7,1;8,68;81,5;3,25;0,36;4,2;11,3;1300;55,5;REGULAR 
MACUMA;232025,4;9738248,1;P3;20/6/2023 7:30;23,3;6,9;9,45;56,0;4,55;0,25;2,7;11,7;1100;56,12;REGULAR 
MACUMA;236053,8;9735603,4;P3;20/6/2023 11:00;24,7;7,6;7,73;62,0;6,55;0,44;1,15;12,8;1200;52,03;REGULAR
PANGUIETZA;213354,1;9725365,7;P4;21/6/2023 9:15;22,6;6,8;8,74;75,0;4;0,5;1,95;14,1;1000;52,82;REGULAR
PANGUIETZA;223201,4;9715427,8;P4;21/6/2023 12:10;26,7;7,6;8,51;89,0;3,75;0,26;0,46;14,8;1500;54,56;REGULAR
;;;;;;;;;;;;;;;
PASTAZA;828.183;9.823.706;P1;12/3/2018 10:20;22,5;6,99;8,46;100;4,7;0,4;0,69;11,6;800;55,51;REGULAR 
PASTAZA;831.110;9.814.709;P2;12/3/2018 1:45;21,4;7,01;8,7;102;4,4;0,5;2,4;13,9;1100;52,84;REGULAR 
PALORA;826.130;9.816.078;P3;13/3/2018 8:02;19,56;7,22;8,53;74;5,7;0,2;0,85;11,6;1600;55,85;REGULAR 
PALORA;828.095;9.816.202;P4;13/3/2018 11:00;20;7,11;7,69;125;7,7;0,5;1,65;12,0;1000;52,85;REGULAR 
PASTAZA;828.183;9.823.706;P1;12/7/2018 11:10;20,4;7,25;7,76;140;5,2;0,6;0,23;13,1;900;52,02;REGULAR 
PASTAZA;831.110;9.814.709;P2;12/7/2018 2:45;19,55;7,45;7,43;109;4,2;0,6;0,61;14,4;1110;51,22;REGULAR 
PALORA ;826.130;9.816.078;P3;13/7/2018 7:02;19,99;7,56;8,09;102;5,5;0,5;0,43;11,0;1120;53,58;REGULAR 
PALORA;828.095;9.816.202;P4;13/7/2018 10:00;19,54;7,99;8,16;99;4,5;0,7;0,95;15,4;1130;50,11;REGULAR 
PASTAZA;828.183;9.823.706;P1;12/11/2018 10:20;20;6,3;8,4;88;4,9;0,7;1,16;10,0;1140;51,4;REGULAR 
PASTAZA;831.110;9.814.709;P2;12/11/2018 1:45;20,4;7,5;8,23;76;4,7;0,8;1,02;14,0;1150;50,95;REGULAR 
PALORA;826.130;9.816.078;P3;13/11/2018 8:02;21,4;7,44;8,19;66;6,0;0,8;1,09;13,0;1160;50,52;REGULAR 
PALORA;828.095;9.816.202;P4;13/11/2018 11:00;22;6,6;7,86;101;6,5;0,9;2,80;12,1;1170;48,55;MALO
PASTAZA;828.183;9.823.706;P1;12/3/2019 10:20;21,54;7,3;8,1;84;5,6;0,9;1,25;9,9;1180;52;REGULAR 
PASTAZA;831.110;9.814.709;P2;12/3/2019 1:45;20,2;7,6;7,93;82;5,6;0,9;2,03;11,0;1190;51,01;REGULAR 
PALORA;826.130;9.816.078;P3;13/3/2019 8:02;21,4;6,8;7,09;80;5,9;1,0;2,21;13,0;1200;47,98;MALO
PALORA;828.095;9.816.202;P4;13/3/2019 11:00;21,2;6,9;7,16;78;5,7;1,0;2,40;11,2;1210;49,35;MALO
PASTAZA;828.183;9.823.706;P1;12/7/2019 11:10;20,4;5;7,4;76;5,8;1,1;2,58;11,6;1400;42,72;MALO
PASTAZA;831.110;9.814.709;P2;12/7/2019 2:45;21,4;5,9;7,23;74;5,6;1,1;2,77;12,7;900;46,39;MALO
